Variant number: 159,  Outcomes: White win: 29%,  Draw: 50%,  Black win: 20%,  Move 5 Entropy: 9.7,  Move 10 Entropy: 14.5,  Move 20 Entropy: 20.2
Variant number: 160,  Outcomes: White win: 36%,  Draw: 38%,  Black win: 26%,  Move 5 Entropy: 9.3,  Move 10 Entropy: 15.4,  Move 20 Entropy: 25.0
Variant number: 161,  Outcomes: White win: 32%,  Draw: 41%,  Black win: 27%,  Move 5 Entropy: 10.8,  Move 10 Entropy: 13.2,  Move 20 Entropy: 24.7
Variant number: 162,  Outcomes: White win: 31%,  Draw: 49%,  Black win: 20%,  Move 5 Entropy: 6.7,  Move 10 Entropy: 8.7,  Move 20 Entropy: 21.6
Variant number: 163,  Outcomes: White win: 25%,  Draw: 52%,  Black win: 23%,  Move 5 Entropy: 9.3,  Move 10 Entropy: 14.8,  Move 20 Entropy: 21.4
Variant number: 164,  Outcomes: White win: 32%,  Draw: 40%,  Black win: 28%,  Move 5 Entropy: 11.2,  Move 10 Entropy: 14.9,  Move 20 Entropy: 21.1
Variant number: 165,  Outcomes: White win: 34%,  Draw: 39%,  Black win: 27%,  Move 5 Entropy: 3.7,  Move 10 Entropy: 8.0,  Move 20 Entropy: 19.0
Variant number: 166,  Outcomes: White win: 33%,  Draw: 47%,  Black win: 21%,  Move 5 Entropy: 4.7,  Move 10 Entropy: 9.9,  Move 20 Entropy: 16.3
Variant number: 167,  Outcomes: White win: 28%,  Draw: 50%,  Black win: 22%,  Move 5 Entropy: 10.9,  Move 10 Entropy: 16.4,  Move 20 Entropy: 23.5
Variant number: 168,  Outcomes: White win: 29%,  Draw: 43%,  Black win: 29%,  Move 5 Entropy: 9.4,  Move 10 Entropy: 13.6,  Move 20 Entropy: 23.4
Variant number: 169,  Outcomes: White win: 33%,  Draw: 42%,  Black win: 25%,  Move 5 Entropy: 9.9,  Move 10 Entropy: 13.2,  Move 20 Entropy: 26.8
Variant number: 170,  Outcomes: White win: 31%,  Draw: 38%,  Black win: 31%,  Move 5 Entropy: 10.0,  Move 10 Entropy: 11.1,  Move 20 Entropy: 23.9
Variant number: 171,  Outcomes: White win: 30%,  Draw: 39%,  Black win: 31%,  Move 5 Entropy: 9.7,  Move 10 Entropy: 15.7,  Move 20 Entropy: 21.4
Variant number: 172,  Outcomes: White win: 29%,  Draw: 48%,  Black win: 23%,  Move 5 Entropy: 10.2,  Move 10 Entropy: 12.7,  Move 20 Entropy: 23.8
Variant number: 173,  Outcomes: White win: 31%,  Draw: 49%,  Black win: 20%,  Move 5 Entropy: 8.3,  Move 10 Entropy: 9.8,  Move 20 Entropy: 23.4
Variant number: 174,  Outcomes: White win: 31%,  Draw: 40%,  Black win: 29%,  Move 5 Entropy: 9.3,  Move 10 Entropy: 14.4,  Move 20 Entropy: 22.9
Variant number: 175,  Outcomes: White win: 37%,  Draw: 37%,  Black win: 26%,  Move 5 Entropy: 8.2,  Move 10 Entropy: 13.6,  Move 20 Entropy: 19.9
Variant number: 176,  Outcomes: White win: 41%,  Draw: 39%,  Black win: 20%,  Move 5 Entropy: 6.5,  Move 10 Entropy: 9.9,  Move 20 Entropy: 12.6
Variant number: 177,  Outcomes: White win: 34%,  Draw: 46%,  Black win: 20%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 11.1,  Move 20 Entropy: 22.6
Variant number: 178,  Outcomes: White win: 30%,  Draw: 48%,  Black win: 22%,  Move 5 Entropy: 9.7,  Move 10 Entropy: 12.4,  Move 20 Entropy: 19.2
Variant number: 179,  Outcomes: White win: 27%,  Draw: 50%,  Black win: 23%,  Move 5 Entropy: 9.6,  Move 10 Entropy: 11.0,  Move 20 Entropy: 19.6
Variant number: 180,  Outcomes: White win: 30%,  Draw: 47%,  Black win: 24%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 14.1,  Move 20 Entropy: 22.5
Variant number: 181,  Outcomes: White win: 33%,  Draw: 46%,  Black win: 21%,  Move 5 Entropy: 10.9,  Move 10 Entropy: 16.0,  Move 20 Entropy: 23.2
Variant number: 182,  Outcomes: White win: 29%,  Draw: 48%,  Black win: 23%,  Move 5 Entropy: 9.9,  Move 10 Entropy: 14.7,  Move 20 Entropy: 24.5
Variant number: 183,  Outcomes: White win: 25%,  Draw: 53%,  Black win: 22%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 13.6,  Move 20 Entropy: 19.7
Variant number: 184,  Outcomes: White win: 37%,  Draw: 44%,  Black win: 19%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 9.2,  Move 20 Entropy: 19.7
Variant number: 185,  Outcomes: White win: 28%,  Draw: 47%,  Black win: 25%,  Move 5 Entropy: 11.2,  Move 10 Entropy: 14.1,  Move 20 Entropy: 24.5
Variant number: 186,  Outcomes: White win: 32%,  Draw: 40%,  Black win: 29%,  Move 5 Entropy: 9.5,  Move 10 Entropy: 14.9,  Move 20 Entropy: 23.3
Variant number: 187,  Outcomes: White win: 30%,  Draw: 41%,  Black win: 29%,  Move 5 Entropy: 10.0,  Move 10 Entropy: 13.0,  Move 20 Entropy: 21.8
Variant number: 188,  Outcomes: White win: 33%,  Draw: 45%,  Black win: 22%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 13.3,  Move 20 Entropy: 20.4
Variant number: 189,  Outcomes: White win: 32%,  Draw: 49%,  Black win: 19%,  Move 5 Entropy: 6.5,  Move 10 Entropy: 13.0,  Move 20 Entropy: 21.6
Variant number: 190,  Outcomes: White win: 28%,  Draw: 40%,  Black win: 32%,  Move 5 Entropy: 10.8,  Move 10 Entropy: 14.8,  Move 20 Entropy: 19.8
Variant number: 191,  Outcomes: White win: 33%,  Draw: 38%,  Black win: 30%,  Move 5 Entropy: 8.4,  Move 10 Entropy: 13.1,  Move 20 Entropy: 23.7
Variant number: 192,  Outcomes: White win: 34%,  Draw: 40%,  Black win: 26%,  Move 5 Entropy: 7.3,  Move 10 Entropy: 11.6,  Move 20 Entropy: 17.6
Variant number: 193,  Outcomes: White win: 36%,  Draw: 38%,  Black win: 26%,  Move 5 Entropy: 8.0,  Move 10 Entropy: 9.9,  Move 20 Entropy: 17.1
Variant number: 194,  Outcomes: White win: 25%,  Draw: 52%,  Black win: 23%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 12.4,  Move 20 Entropy: 24.6
Variant number: 195,  Outcomes: White win: 25%,  Draw: 55%,  Black win: 21%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 13.7,  Move 20 Entropy: 24.7
Variant number: 196,  Outcomes: White win: 33%,  Draw: 40%,  Black win: 27%,  Move 5 Entropy: 9.1,  Move 10 Entropy: 12.3,  Move 20 Entropy: 26.5
Variant number: 197,  Outcomes: White win: 31%,  Draw: 48%,  Black win: 21%,  Move 5 Entropy: 10.3,  Move 10 Entropy: 14.5,  Move 20 Entropy: 21.1
Variant number: 198,  Outcomes: White win: 25%,  Draw: 53%,  Black win: 22%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 10.7,  Move 20 Entropy: 24.0
Variant number: 199,  Outcomes: White win: 30%,  Draw: 47%,  Black win: 23%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 9.7,  Move 20 Entropy: 23.5
Variant number: 200,  Outcomes: White win: 36%,  Draw: 36%,  Black win: 27%,  Move 5 Entropy: 9.6,  Move 10 Entropy: 12.9,  Move 20 Entropy: 21.3
Variant number: 201,  Outcomes: White win: 27%,  Draw: 48%,  Black win: 25%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 16.9,  Move 20 Entropy: 28.0
Variant number: 202,  Outcomes: White win: 27%,  Draw: 51%,  Black win: 23%,  Move 5 Entropy: 9.1,  Move 10 Entropy: 10.4,  Move 20 Entropy: 22.6
Variant number: 203,  Outcomes: White win: 30%,  Draw: 46%,  Black win: 25%,  Move 5 Entropy: 10.1,  Move 10 Entropy: 14.0,  Move 20 Entropy: 22.1
Variant number: 204,  Outcomes: White win: 26%,  Draw: 54%,  Black win: 20%,  Move 5 Entropy: 12.5,  Move 10 Entropy: 18.1,  Move 20 Entropy: 24.3
Variant number: 205,  Outcomes: White win: 28%,  Draw: 49%,  Black win: 23%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 11.1,  Move 20 Entropy: 19.3
Variant number: 206,  Outcomes: White win: 29%,  Draw: 47%,  Black win: 24%,  Move 5 Entropy: 9.5,  Move 10 Entropy: 15.4,  Move 20 Entropy: 23.6
Variant number: 207,  Outcomes: White win: 33%,  Draw: 42%,  Black win: 25%,  Move 5 Entropy: 6.8,  Move 10 Entropy: 11.0,  Move 20 Entropy: 21.3
Variant number: 208,  Outcomes: White win: 39%,  Draw: 37%,  Black win: 24%,  Move 5 Entropy: 10.0,  Move 10 Entropy: 14.8,  Move 20 Entropy: 21.9
Variant number: 209,  Outcomes: White win: 33%,  Draw: 39%,  Black win: 28%,  Move 5 Entropy: 11.2,  Move 10 Entropy: 16.3,  Move 20 Entropy: 23.3
Variant number: 210,  Outcomes: White win: 28%,  Draw: 53%,  Black win: 20%,  Move 5 Entropy: 11.3,  Move 10 Entropy: 15.8,  Move 20 Entropy: 27.6
Variant number: 211,  Outcomes: White win: 32%,  Draw: 47%,  Black win: 21%,  Move 5 Entropy: 8.7,  Move 10 Entropy: 11.8,  Move 20 Entropy: 21.1
Variant number: 212,  Outcomes: White win: 27%,  Draw: 49%,  Black win: 24%,  Move 5 Entropy: 8.0,  Move 10 Entropy: 13.5,  Move 20 Entropy: 21.0
Variant number: 213,  Outcomes: White win: 29%,  Draw: 49%,  Black win: 23%,  Move 5 Entropy: 7.4,  Move 10 Entropy: 12.5,  Move 20 Entropy: 15.6
Variant number: 214,  Outcomes: White win: 28%,  Draw: 51%,  Black win: 21%,  Move 5 Entropy: 8.7,  Move 10 Entropy: 10.3,  Move 20 Entropy: 25.5
Variant number: 215,  Outcomes: White win: 29%,  Draw: 50%,  Black win: 21%,  Move 5 Entropy: 9.4,  Move 10 Entropy: 14.6,  Move 20 Entropy: 19.5
Variant number: 216,  Outcomes: White win: 32%,  Draw: 40%,  Black win: 27%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 9.6,  Move 20 Entropy: 20.9
Variant number: 217,  Outcomes: White win: 29%,  Draw: 48%,  Black win: 22%,  Move 5 Entropy: 9.6,  Move 10 Entropy: 12.2,  Move 20 Entropy: 21.9
Variant number: 218,  Outcomes: White win: 34%,  Draw: 43%,  Black win: 22%,  Move 5 Entropy: 8.9,  Move 10 Entropy: 13.6,  Move 20 Entropy: 18.1
Variant number: 219,  Outcomes: White win: 27%,  Draw: 49%,  Black win: 24%,  Move 5 Entropy: 9.4,  Move 10 Entropy: 9.6,  Move 20 Entropy: 14.2
Variant number: 220,  Outcomes: White win: 23%,  Draw: 49%,  Black win: 27%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 9.1,  Move 20 Entropy: 15.7
Variant number: 221,  Outcomes: White win: 33%,  Draw: 47%,  Black win: 20%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 12.8,  Move 20 Entropy: 20.6
Variant number: 222,  Outcomes: White win: 32%,  Draw: 44%,  Black win: 24%,  Move 5 Entropy: 8.7,  Move 10 Entropy: 14.3,  Move 20 Entropy: 25.2
Variant number: 223,  Outcomes: White win: 30%,  Draw: 45%,  Black win: 26%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 14.3,  Move 20 Entropy: 21.4
Variant number: 224,  Outcomes: White win: 31%,  Draw: 40%,  Black win: 29%,  Move 5 Entropy: 10.1,  Move 10 Entropy: 14.1,  Move 20 Entropy: 23.0
Variant number: 225,  Outcomes: White win: 32%,  Draw: 41%,  Black win: 27%,  Move 5 Entropy: 10.8,  Move 10 Entropy: 14.5,  Move 20 Entropy: 23.5
Variant number: 226,  Outcomes: White win: 22%,  Draw: 57%,  Black win: 21%,  Move 5 Entropy: 13.0,  Move 10 Entropy: 17.3,  Move 20 Entropy: 23.3
Variant number: 227,  Outcomes: White win: 28%,  Draw: 53%,  Black win: 19%,  Move 5 Entropy: 9.3,  Move 10 Entropy: 12.9,  Move 20 Entropy: 25.5
Variant number: 228,  Outcomes: White win: 32%,  Draw: 41%,  Black win: 27%,  Move 5 Entropy: 7.4,  Move 10 Entropy: 13.1,  Move 20 Entropy: 17.0
Variant number: 229,  Outcomes: White win: 32%,  Draw: 46%,  Black win: 21%,  Move 5 Entropy: 10.6,  Move 10 Entropy: 16.3,  Move 20 Entropy: 24.8
Variant number: 230,  Outcomes: White win: 31%,  Draw: 55%,  Black win: 14%,  Move 5 Entropy: 9.5,  Move 10 Entropy: 9.6,  Move 20 Entropy: 23.4
Variant number: 231,  Outcomes: White win: 27%,  Draw: 49%,  Black win: 24%,  Move 5 Entropy: 7.7,  Move 10 Entropy: 13.6,  Move 20 Entropy: 17.6
Variant number: 232,  Outcomes: White win: 37%,  Draw: 38%,  Black win: 25%,  Move 5 Entropy: 7.9,  Move 10 Entropy: 10.7,  Move 20 Entropy: 24.3
Variant number: 233,  Outcomes: White win: 27%,  Draw: 47%,  Black win: 26%,  Move 5 Entropy: 10.6,  Move 10 Entropy: 16.4,  Move 20 Entropy: 28.9
Variant number: 234,  Outcomes: White win: 35%,  Draw: 40%,  Black win: 25%,  Move 5 Entropy: 9.1,  Move 10 Entropy: 11.1,  Move 20 Entropy: 20.2
Variant number: 235,  Outcomes: White win: 32%,  Draw: 47%,  Black win: 21%,  Move 5 Entropy: 11.5,  Move 10 Entropy: 16.4,  Move 20 Entropy: 22.0
Variant number: 236,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 12.0,  Move 20 Entropy: 18.2
Variant number: 237,  Outcomes: White win: 27%,  Draw: 48%,  Black win: 25%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 11.7,  Move 20 Entropy: 21.3
Variant number: 238,  Outcomes: White win: 33%,  Draw: 44%,  Black win: 23%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 12.4,  Move 20 Entropy: 23.5
Variant number: 239,  Outcomes: White win: 33%,  Draw: 45%,  Black win: 23%,  Move 5 Entropy: 5.7,  Move 10 Entropy: 9.5,  Move 20 Entropy: 19.1
Variant number: 240,  Outcomes: White win: 30%,  Draw: 46%,  Black win: 23%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 14.4,  Move 20 Entropy: 19.5
Variant number: 241,  Outcomes: White win: 25%,  Draw: 50%,  Black win: 25%,  Move 5 Entropy: 9.7,  Move 10 Entropy: 12.2,  Move 20 Entropy: 21.1
Variant number: 242,  Outcomes: White win: 22%,  Draw: 55%,  Black win: 23%,  Move 5 Entropy: 11.1,  Move 10 Entropy: 14.2,  Move 20 Entropy: 19.5
Variant number: 243,  Outcomes: White win: 30%,  Draw: 51%,  Black win: 19%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 13.3,  Move 20 Entropy: 19.7
Variant number: 244,  Outcomes: White win: 31%,  Draw: 50%,  Black win: 19%,  Move 5 Entropy: 7.1,  Move 10 Entropy: 7.7,  Move 20 Entropy: 21.6
Variant number: 245,  Outcomes: White win: 33%,  Draw: 48%,  Black win: 19%,  Move 5 Entropy: 8.3,  Move 10 Entropy: 13.3,  Move 20 Entropy: 21.1
Variant number: 246,  Outcomes: White win: 42%,  Draw: 37%,  Black win: 21%,  Move 5 Entropy: 8.1,  Move 10 Entropy: 9.9,  Move 20 Entropy: 19.3
Variant number: 247,  Outcomes: White win: 28%,  Draw: 45%,  Black win: 27%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 11.5,  Move 20 Entropy: 21.7
Variant number: 248,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 21%,  Move 5 Entropy: 9.3,  Move 10 Entropy: 14.9,  Move 20 Entropy: 20.4
Variant number: 249,  Outcomes: White win: 33%,  Draw: 48%,  Black win: 19%,  Move 5 Entropy: 6.1,  Move 10 Entropy: 11.9,  Move 20 Entropy: 18.1
Variant number: 250,  Outcomes: White win: 33%,  Draw: 44%,  Black win: 23%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 10.4,  Move 20 Entropy: 23.8
Variant number: 251,  Outcomes: White win: 35%,  Draw: 42%,  Black win: 23%,  Move 5 Entropy: 10.9,  Move 10 Entropy: 14.5,  Move 20 Entropy: 18.4
Variant number: 252,  Outcomes: White win: 30%,  Draw: 45%,  Black win: 24%,  Move 5 Entropy: 7.9,  Move 10 Entropy: 12.6,  Move 20 Entropy: 19.1
Variant number: 253,  Outcomes: White win: 27%,  Draw: 49%,  Black win: 24%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 12.7,  Move 20 Entropy: 19.3
Variant number: 254,  Outcomes: White win: 36%,  Draw: 43%,  Black win: 21%,  Move 5 Entropy: 8.9,  Move 10 Entropy: 13.5,  Move 20 Entropy: 21.5
Variant number: 255,  Outcomes: White win: 27%,  Draw: 41%,  Black win: 31%,  Move 5 Entropy: 7.3,  Move 10 Entropy: 10.3,  Move 20 Entropy: 20.0
Variant number: 256,  Outcomes: White win: 26%,  Draw: 47%,  Black win: 27%,  Move 5 Entropy: 9.8,  Move 10 Entropy: 16.9,  Move 20 Entropy: 25.3
Variant number: 257,  Outcomes: White win: 29%,  Draw: 43%,  Black win: 28%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 12.9,  Move 20 Entropy: 21.7
Variant number: 258,  Outcomes: White win: 26%,  Draw: 51%,  Black win: 23%,  Move 5 Entropy: 6.7,  Move 10 Entropy: 15.0,  Move 20 Entropy: 23.8
Variant number: 259,  Outcomes: White win: 25%,  Draw: 55%,  Black win: 20%,  Move 5 Entropy: 8.7,  Move 10 Entropy: 11.5,  Move 20 Entropy: 23.6
Variant number: 260,  Outcomes: White win: 26%,  Draw: 49%,  Black win: 25%,  Move 5 Entropy: 9.9,  Move 10 Entropy: 14.9,  Move 20 Entropy: 21.2
Variant number: 261,  Outcomes: White win: 34%,  Draw: 47%,  Black win: 19%,  Move 5 Entropy: 6.6,  Move 10 Entropy: 6.2,  Move 20 Entropy: 24.8
Variant number: 262,  Outcomes: White win: 34%,  Draw: 40%,  Black win: 26%,  Move 5 Entropy: 5.9,  Move 10 Entropy: 9.8,  Move 20 Entropy: 17.5
Variant number: 263,  Outcomes: White win: 32%,  Draw: 42%,  Black win: 25%,  Move 5 Entropy: 11.3,  Move 10 Entropy: 14.4,  Move 20 Entropy: 21.0
Variant number: 264,  Outcomes: White win: 32%,  Draw: 48%,  Black win: 20%,  Move 5 Entropy: 9.2,  Move 10 Entropy: 9.4,  Move 20 Entropy: 16.8
Variant number: 265,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 10.6,  Move 10 Entropy: 14.1,  Move 20 Entropy: 20.6
Variant number: 266,  Outcomes: White win: 28%,  Draw: 51%,  Black win: 21%,  Move 5 Entropy: 10.7,  Move 10 Entropy: 12.8,  Move 20 Entropy: 23.8
Variant number: 267,  Outcomes: White win: 28%,  Draw: 51%,  Black win: 21%,  Move 5 Entropy: 10.6,  Move 10 Entropy: 13.4,  Move 20 Entropy: 24.4
Variant number: 268,  Outcomes: White win: 36%,  Draw: 46%,  Black win: 18%,  Move 5 Entropy: 7.2,  Move 10 Entropy: 9.2,  Move 20 Entropy: 15.5
Variant number: 269,  Outcomes: White win: 29%,  Draw: 46%,  Black win: 25%,  Move 5 Entropy: 7.7,  Move 10 Entropy: 8.2,  Move 20 Entropy: 13.4
Variant number: 270,  Outcomes: White win: 26%,  Draw: 52%,  Black win: 22%,  Move 5 Entropy: 8.4,  Move 10 Entropy: 11.5,  Move 20 Entropy: 18.8
Variant number: 271,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 10.1,  Move 10 Entropy: 15.7,  Move 20 Entropy: 18.1
Variant number: 272,  Outcomes: White win: 34%,  Draw: 43%,  Black win: 24%,  Move 5 Entropy: 7.7,  Move 10 Entropy: 9.6,  Move 20 Entropy: 19.0
Variant number: 273,  Outcomes: White win: 35%,  Draw: 41%,  Black win: 24%,  Move 5 Entropy: 7.4,  Move 10 Entropy: 11.2,  Move 20 Entropy: 20.9
Variant number: 274,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 8.3,  Move 10 Entropy: 11.8,  Move 20 Entropy: 17.4
Variant number: 275,  Outcomes: White win: 27%,  Draw: 50%,  Black win: 23%,  Move 5 Entropy: 6.8,  Move 10 Entropy: 12.2,  Move 20 Entropy: 20.8
Variant number: 276,  Outcomes: White win: 29%,  Draw: 49%,  Black win: 21%,  Move 5 Entropy: 9.6,  Move 10 Entropy: 13.8,  Move 20 Entropy: 19.4
Variant number: 277,  Outcomes: White win: 28%,  Draw: 46%,  Black win: 26%,  Move 5 Entropy: 10.7,  Move 10 Entropy: 15.1,  Move 20 Entropy: 27.6
Variant number: 278,  Outcomes: White win: 27%,  Draw: 44%,  Black win: 29%,  Move 5 Entropy: 10.2,  Move 10 Entropy: 13.1,  Move 20 Entropy: 27.0
Variant number: 279,  Outcomes: White win: 40%,  Draw: 42%,  Black win: 18%,  Move 5 Entropy: 3.3,  Move 10 Entropy: 9.4,  Move 20 Entropy: 14.6
Variant number: 280,  Outcomes: White win: 30%,  Draw: 51%,  Black win: 20%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 11.6,  Move 20 Entropy: 20.1
Variant number: 281,  Outcomes: White win: 31%,  Draw: 45%,  Black win: 24%,  Move 5 Entropy: 10.7,  Move 10 Entropy: 14.9,  Move 20 Entropy: 24.9
Variant number: 282,  Outcomes: White win: 28%,  Draw: 49%,  Black win: 22%,  Move 5 Entropy: 12.6,  Move 10 Entropy: 16.0,  Move 20 Entropy: 25.0
Variant number: 283,  Outcomes: White win: 28%,  Draw: 51%,  Black win: 22%,  Move 5 Entropy: 7.5,  Move 10 Entropy: 12.3,  Move 20 Entropy: 15.4
Variant number: 284,  Outcomes: White win: 29%,  Draw: 47%,  Black win: 24%,  Move 5 Entropy: 9.6,  Move 10 Entropy: 12.2,  Move 20 Entropy: 19.1
Variant number: 285,  Outcomes: White win: 30%,  Draw: 44%,  Black win: 26%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 14.0,  Move 20 Entropy: 18.9
Variant number: 286,  Outcomes: White win: 29%,  Draw: 50%,  Black win: 21%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 14.1,  Move 20 Entropy: 22.0
Variant number: 287,  Outcomes: White win: 30%,  Draw: 47%,  Black win: 23%,  Move 5 Entropy: 9.0,  Move 10 Entropy: 13.4,  Move 20 Entropy: 21.7
Variant number: 288,  Outcomes: White win: 29%,  Draw: 41%,  Black win: 29%,  Move 5 Entropy: 8.1,  Move 10 Entropy: 12.6,  Move 20 Entropy: 18.4
Variant number: 289,  Outcomes: White win: 31%,  Draw: 49%,  Black win: 20%,  Move 5 Entropy: 9.5,  Move 10 Entropy: 14.1,  Move 20 Entropy: 17.5
Variant number: 290,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 8.0,  Move 10 Entropy: 11.0,  Move 20 Entropy: 20.5
Variant number: 291,  Outcomes: White win: 25%,  Draw: 51%,  Black win: 24%,  Move 5 Entropy: 7.7,  Move 10 Entropy: 8.8,  Move 20 Entropy: 18.3
Variant number: 292,  Outcomes: White win: 30%,  Draw: 48%,  Black win: 22%,  Move 5 Entropy: 10.8,  Move 10 Entropy: 15.4,  Move 20 Entropy: 20.7
Variant number: 293,  Outcomes: White win: 31%,  Draw: 47%,  Black win: 22%,  Move 5 Entropy: 10.6,  Move 10 Entropy: 13.6,  Move 20 Entropy: 25.3
Variant number: 294,  Outcomes: White win: 30%,  Draw: 50%,  Black win: 20%,  Move 5 Entropy: 8.5,  Move 10 Entropy: 13.1,  Move 20 Entropy: 20.1
Variant number: 295,  Outcomes: White win: 25%,  Draw: 52%,  Black win: 22%,  Move 5 Entropy: 10.3,  Move 10 Entropy: 14.0,  Move 20 Entropy: 23.8
Variant number: 296,  Outcomes: White win: 25%,  Draw: 56%,  Black win: 19%,  Move 5 Entropy: 10.1,  Move 10 Entropy: 14.7,  Move 20 Entropy: 21.3
Variant number: 297,  Outcomes: White win: 27%,  Draw: 53%,  Black win: 20%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 13.4,  Move 20 Entropy: 24.9
Variant number: 298,  Outcomes: White win: 35%,  Draw: 39%,  Black win: 27%,  Move 5 Entropy: 9.5,  Move 10 Entropy: 14.1,  Move 20 Entropy: 24.5
Variant number: 299,  Outcomes: White win: 29%,  Draw: 49%,  Black win: 22%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 10.0,  Move 20 Entropy: 17.1
Variant number: 300,  Outcomes: White win: 25%,  Draw: 53%,  Black win: 22%,  Move 5 Entropy: 5.4,  Move 10 Entropy: 11.2,  Move 20 Entropy: 22.4
Variant number: 301,  Outcomes: White win: 29%,  Draw: 48%,  Black win: 22%,  Move 5 Entropy: 8.2,  Move 10 Entropy: 9.9,  Move 20 Entropy: 13.9
Variant number: 302,  Outcomes: White win: 28%,  Draw: 46%,  Black win: 26%,  Move 5 Entropy: 8.8,  Move 10 Entropy: 10.3,  Move 20 Entropy: 19.9
Variant number: 303,  Outcomes: White win: 34%,  Draw: 38%,  Black win: 28%,  Move 5 Entropy: 7.2,  Move 10 Entropy: 10.8,  Move 20 Entropy: 21.0
Variant number: 304,  Outcomes: White win: 35%,  Draw: 42%,  Black win: 23%,  Move 5 Entropy: 7.1,  Move 10 Entropy: 11.7,  Move 20 Entropy: 15.5
Variant number: 305,  Outcomes: White win: 29%,  Draw: 44%,  Black win: 27%,  Move 5 Entropy: 10.2,  Move 10 Entropy: 12.7,  Move 20 Entropy: 19.9
Variant number: 306,  Outcomes: White win: 28%,  Draw: 48%,  Black win: 25%,  Move 5 Entropy: 11.1,  Move 10 Entropy: 12.0,  Move 20 Entropy: 24.2
Variant number: 307,  Outcomes: White win: 22%,  Draw: 58%,  Black win: 20%,  Move 5 Entropy: 10.9,  Move 10 Entropy: 16.5,  Move 20 Entropy: 26.8
Variant number: 308,  Outcomes: White win: 30%,  Draw: 48%,  Black win: 21%,  Move 5 Entropy: 8.6,  Move 10 Entropy: 11.4,  Move 20 Entropy: 15.5
Variant number: 309,  Outcomes: White win: 27%,  Draw: 51%,  Black win: 21%,  Move 5 Entropy: 9.1,  Move 10 Entropy: 11.9,  Move 20 Entropy: 24.3
Variant number: 310,  Outcomes: White win: 34%,  Draw: 43%,  Black win: 23%,  Move 5 Entropy: 7.3,  Move 10 Entropy: 8.1,  Move 20 Entropy: 17.3
Variant number: 311,  Outcomes: White win: 26%,  Draw: 54%,  Black win: 20%,  Move 5 Entropy: 8.9,  Move 10 Entropy: 12.1,  Move 20 Entropy: 17.6
Variant number: 312,  Outcomes: White win: 32%,  Draw: 48%,  Black win: 20%,  Move 5 Entropy: 8.3,  Move 10 Entropy: 12.0,  Move 20 Entropy: 19.0
Variant number: 313,  Outcomes: White win: 31%,  Draw: 49%,  Black win: 21%,  Move 5 Entropy: 10.4,  Move 10 Entropy: 16.1,  Move 20 Entropy: 24.7
Variant number: 314,  Outcomes: White win: 40%,  Draw: 43%,  Black win: 17%,  Move 5 Entropy: 7.7,  Move 10 Entropy: 11.4,  Move 20 Entropy: 18.2
Variant number: 315,  Outcomes: White win: 26%,  Draw: 52%,  Black win: 22%,  Move 5 Entropy: 9.8,  Move 10 Entropy: 13.6,  Move 20 Entropy: 20.3
Variant number: 316,  Outcomes: White win: 32%,  Draw: 46%,  Black win: 21%,  Move 5 Entropy: 7.6,  Move 10 Entropy: 10.8,  Move 20 Entropy: 16.5
Variant number: 317,  Outcomes: White win: 35%,  Draw: 43%,  Black win: 21%,  Move 5 Entropy: 6.9,  Move 10 Entropy: 10.5,  Move 20 Entropy: 14.7
